countyCode,country,cityName,HotelName,star_rating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
MY,Malaysia,Alor Setar,Hotel ASRC,3.0,No. 58 Lebuhraya Darulaman 05100 Alor Setar ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Aman Central - 0.5 km / 0.3 mi <br /> Alor Setar Tower - 0.6 km / 0.4 mi <br /> Menara Alor Star - 0.8 km / 0.5 mi <br /> Yellow Palace - 0.8 km / 0.5 mi <br /> Galeri Sultan Abdul Halim - 1 km / 0.6 mi <br /> Muzium Negeri - 1 km / 0.6 mi <br /> Balai Nobat - 1.1 km / 0.7 mi <br /> Clock Tower - 1.1 km / 0.7 mi <br /> Padang - 1.2 km / 0.7 mi <br /> Zahir Mosque - 1.2 km / 0.7 mi <br /> Balai Besar - 1.2 km / 0.8 mi <br /> Kedah Royal Museum - 1.3 km / 0.8 mi <br /> Darul Aman Stadium - 1.3 km / 0.8 mi <br /> Wat Nikrodharam - 1.3 km / 0.8 mi <br /> Kedah State Art Gallery - 1.3 km / 0.8 mi <br /> </p><p>The nearest major airport is Alor Setar (AOR-Sultan Abdul Halim) - 9.9 km / 6.1 mi</p>,"<p>HeadLine : Near Aman Central</p><p>Location : A stay at Hotel ASRC places you in the heart of Alor Setar, within a 10-minute walk of Aman Central and Alor Setar Tower.  This hotel is 7.6 mi (12.3 km) from Kuala Kedah Jetty and 0.4 mi (0.7 km) from Menara Alor Star.</p><p>Rooms : Make yourself at home in one of the 44 air-conditioned rooms featuring LED televisions. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include desks and electric kettles, and housekeeping is provided once per stay.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Guests must contact this property in advance to reserve rollaway/extra beds</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",60-4-7328317,Wheelchair accessible (may have limitations) Free parking nearby Meeting rooms Wheelchair-accessible path to elevator 24-hour front desk Swimming pool Free wired Internet Wheelchair-accessible registration desk Television in common areas Free WiFi Number of outdoor pools - 1 Smoke-free property Wheelchair accessible parking Laundry facilities Children's pool Free newspapers in lobby Accessible bathroom (in select rooms) elevator Free self parking Access to nearby outdoor pool,6.12951|100.36829,60-4-7328313,05100,
MY,Malaysia,Alor Setar,StarCity Hotel Alor Setar,3.0,88 Jalan Pintu Sepuluh 05100 Alor SetarKedah ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Aman Central - 0.2 km / 0.1 mi <br /> Muzium Negeri - 0.3 km / 0.2 mi <br /> Alor Setar Tower - 0.4 km / 0.3 mi <br /> Galeri Sultan Abdul Halim - 0.5 km / 0.3 mi <br /> Yellow Palace - 0.5 km / 0.3 mi <br /> Balai Nobat - 0.6 km / 0.4 mi <br /> Menara Alor Star - 0.6 km / 0.4 mi <br /> Clock Tower - 0.7 km / 0.4 mi <br /> Padang - 0.7 km / 0.4 mi <br /> Zahir Mosque - 0.7 km / 0.5 mi <br /> Kedah Royal Museum - 0.8 km / 0.5 mi <br /> Balai Besar - 0.8 km / 0.5 mi <br /> Kedah State Art Gallery - 0.9 km / 0.5 mi <br /> Pekan Rabu Complex - 1.3 km / 0.8 mi <br /> Wat Nikrodharam - 1.4 km / 0.8 mi <br /> </p><p>The nearest airports are:<br />Kuala Lumpur International Airport (KUL) - 476.8 km / 296.3 mi<br /> Alor Setar (AOR-Sultan Abdul Halim) - 11.2 km / 7 mi<br /> </p><p>The preferred airport for StarCity Hotel Alor Setar is Kuala Lumpur International Airport (KUL). </p>,"<p>HeadLine : Near Muzium Negeri</p><p>Location : Located in Alor Setar, StarCity Hotel Alor Setar is in the business district, within a 5-minute walk of Aman Central and Muzium Negeri.  This hotel is 7.4 mi (11.8 km) from Kuala Kedah Jetty and 0.3 mi (0.5 km) from Galeri Sultan Abdul Halim.</p><p>Rooms : Make yourself at home in one of the 98 air-conditioned rooms featuring minibars. Complimentary wired and wireless Internet access keeps you connected, and cable programming provides entertainment. Bathrooms feature showers with rainfall showerheads and complimentary toiletries. Conveniences include phones, as well as desks and complimentary newspapers.</p><p>Dining : Satisfy your appetite for lunch or dinner at the hotel s restaurant, The Paddy, or stay in and take advantage of the room service (during limited hours). Local cuisine breakfasts are available daily from 7:00 AM to 10:00 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : </p>",60-4-7355999,24-hour business center Dry cleaning/laundry service Parking (limited spaces) Meeting rooms 24-hour front desk Free wired Internet Breakfast available (surcharge) Free WiFi Safe-deposit box at front desk In-room accessibility (in select rooms) Wheelchair accessible parking Laundry facilities Wedding services Accessible bathroom (in select rooms) elevator Free self parking Conference space Computer station,6.124218|100.364215,+60 4 7355888,05100,http://www.starcity.com.my/
MY,Malaysia,Alor Setar,Holiday Villa Alor Setar City Centre Kedah,4.0,"Lot 162,163, Jalan Tunku Ibrahim, Bandar Alor Star KEDAH DARUL AMAN ",Alor Setar Telecom Tower: within 1000 metre  Tun Dr Mahathir Birth Place Museum: within 1000 metre ,"This hotel, situated centrally in Alor Setar, is joined with the City Plaza Shopping complex. Guests will enjoy a vast selection of entertainment, business, and commercial areas within an easy walking distance of the hotel. The guestrooms are designed professionally and feature a sophisticated design theme. 
The design model combines modern and traditional Malay styles to produce a uniquely restive atmosphere. The 118-seat Lagenda Restaurant offers 24-hour service and a unique compilation of fine cuisines in an accommodating atmosphere.",,Hotel American Express JCB Diners Club MasterCard Visa Visa Electrón Bathroom Shower Bathtub Hairdryer Slippers Direct dial telephone TV Minibar Ironing set Centrally regulated air conditioning Safe Room service Laundry service Air conditioning in public areas Hotel safe Currency exchange facilities Lift access Shop Gym Restaurant Non-smoking area Air conditioning in Restaurant Conference room Spa centre Breakfast Only Adults Children get free accommodation  meals payable on the spot,6.117975|100.370027,,05000,http://www.holidayvillahotels.com/malaysia/alor-setar/holiday-villa-kedah/
MY,Malaysia,Alor Setar,Grand Alora Hotel,4.0,"No. 888 Persiaran Bandar Baru Mergong Lebuhraya Sultanah Bahiyah 05150 Alor Setar, Kedah Darul Aman, ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Mahathirs Birthplace - 2.2 km / 1.4 mi <br /> Rumah Kelahiran Mahathir - 2.2 km / 1.4 mi <br /> Kedah State Art Gallery - 2.8 km / 1.7 mi <br /> Clock Tower - 2.8 km / 1.7 mi <br /> Padang - 2.8 km / 1.8 mi <br /> Zahir Mosque - 2.8 km / 1.8 mi <br /> Balai Besar - 2.9 km / 1.8 mi <br /> Galeri Sultan Abdul Halim - 2.9 km / 1.8 mi <br /> Balai Nobat - 2.9 km / 1.8 mi <br /> Kedah Royal Museum - 2.9 km / 1.8 mi <br /> Pekan Rabu Complex - 3.1 km / 1.9 mi <br /> Muzium Negeri - 3.2 km / 2 mi <br /> Yellow Palace - 3.3 km / 2 mi <br /> Alor Setar Tower - 3.3 km / 2 mi <br /> Aman Central - 3.3 km / 2.1 mi <br /> </p><p>The preferred airport for Grand Alora Hotel is Alor Setar (AOR-Sultan Abdul Halim) - 15 km / 9.3 mi </p>,"<p>HeadLine : Near Mahathirs Birthplace</p><p>Location : A stay at Grand Alora Hotel places you in the heart of Alor Setar, within a 5-minute drive of Mahathirs Birthplace and Rumah Kelahiran Mahathir.  This 4-star hotel is 5.7 mi (9.2 km) from Kuala Kedah Jetty and 1.8 mi (2.9 km) from Pekan Rabu Complex.</p><p>Rooms : Make yourself at home in one of the 235 air-conditioned rooms featuring minibars and LCD televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with showers feature bidets and hair dryers. Conveniences include phones, as well as safes and coffee/tea makers.</p><p>Dining : Enjoy a meal at the restaurant or snacks in the coffee shop/cafe. The hotel also offers room service (during limited hours). Continental breakfasts are available daily from 7:00 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, and a first aid kit</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",60-4-7708800,Dry cleaning/laundry service Wheelchair accessible (may have limitations) Luggage storage Reception hall Business center Number of meeting rooms - 4 Conference space size (meters) - 878 24-hour front desk Wheelchair-accessible registration desk Breakfast available (surcharge) Free WiFi Safe-deposit box at front desk Smoke-free property In-room accessibility (in select rooms) Number of coffee shops/cafes - 1 Laundry facilities elevator Conference space Conference space size (feet) - 9447 Concierge services,6.110819|100.350693,60-4-7708888,05150,http://www.grandalorahotel.com/
MY,Malaysia,Alor Setar,New Galleria Homestay Alor Setar,5.0,No. 10Taman Kelana Jalan Langgar Alor Setar  ,,"Situated in Alor Setar, 48 km from Asian Cultural Village, Galleria Homestay Islamic Alor Setar provides accommodation with a garden, free WiFi, a shared kitchen, and a shared lounge. This holiday home offers free private parking and a 24-hour front desk.

The air-conditioned holiday home consists of 4 bedrooms, a living room, a fully equipped kitchen with a fridge and a kettle, and 3 bathrooms with a shower and free toiletries. The holiday home also features a seating area, washing machine and 3 bathrooms with a hairdryer.

A sun terrace is available for guests to use at the holiday home.

Dinosaur Park Dannok is 48 km from Galleria Homestay Islamic Alor Setar. The nearest airport is Sultan Abdul Halim Airport, 6 km from the accommodation. This property will not accommodate hen, stag or similar parties.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property currently isnt accepting guests from certain countries, during dates where such guidelines exist.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.
Food & beverage services at this property may be limited or unavailable due to Coronavirus (COVID-19).
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property can only accept bookings from essential workers/permitted travellers, during dates where such guidelines exist. Reasonable evidence must be provided on arrival. If it isnt provided, your booking will be cancelled on arrival.
Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property may request additional documentation from guests to validate identity, travel itinerary and other relevant information, during dates where such guidelines exist.
A damage deposit of MYR 50 is required on arrival. This will be collected as a cash payment. You should be reimbursed on check-out. Your deposit will be refunded in full via bank transfer, subject to an inspection of the property.
From 1st January 2023, a tourist tax of RM 10 per room per night is applied to all foreign guests. This tax is not included in the room rate and must be paid upon check-in. Guests with a valid Malaysian Identity Card or valid permanent residents MY PR Card are exempted. Please note that the property is sharia-compliant and only accepts families and/or married couples. Couples checking in together must show valid identifications and a proof of marriage. The property has the rights to refuse bookings made by a group of non-family members.
Managed by a private host",,Free parking internet services express check-in/check-out Heating Luggage storage wifi Free WiFi Non-smoking throughout Air conditioning designated smoking area Snack Bar Sun terrace Shared kitchen Lockers shared lounge/TV area minimarket on site parking on site Private parking wifi available in all areas secured parking Parking garage coffee house on site Outdoor furniture linens  towels and laundry washed in accordance with local authority guidelines physical distancing in dining areas hand sanitizer in guest accommodation and key areas process in place to check health of guests contactless check-in/check-out physical distancing rules followed thermometers for guests provided by property Parking 24-hour front desk Garden Non-smoking rooms Family rooms,6.14387|100.39577,+60 12-444 1201,05300,https://www.booking.com/hotel/my/new-galleria-homestay-alor-setar.html
MY,Malaysia,Bandar Baru Bangi,Hotel Bangi Putrajaya,5.0,Off Persiaran Bandar Bandar Baru Bangi Selangor 43650 Bandar Baru BangiSelangor ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>National University of Malaysia - 6.1 km / 3.8 mi <br /> De Centrum Mall - 6.1 km / 3.8 mi <br /> Infrastructure University Kuala Lumpur - 6.8 km / 4.2 mi <br /> Plaza Metro Kajang - 8.4 km / 5.2 mi <br /> Nexus International School Malaysia - 8.5 km / 5.3 mi <br /> Hospital Serdang - 8.7 km / 5.4 mi <br /> IOI City Mall - 8.8 km / 5.5 mi <br /> Metro Point Complex - 8.9 km / 5.6 mi <br /> Malaysia Agro Exposition Park Serdang - 9.8 km / 6.1 mi <br /> Universiti Tenaga Nasional - 10.2 km / 6.3 mi <br /> Alamanda Putrajaya - 10.4 km / 6.4 mi <br /> Putra University-Malaysia - 11 km / 6.8 mi <br /> Putrajaya Landmark - 11.2 km / 6.9 mi <br /> Taman Warisan Pertanian - 11.7 km / 7.3 mi <br /> Taman Botani Tropical Botanical Gardens - 12.2 km / 7.6 mi <br /> </p><p>The nearest airports are:<br />Kuala Lumpur International Airport (KUL) - 34.3 km / 21.3 mi<br /> Subang (SZB-Sultan Abdul Aziz Shah) - 42.9 km / 26.6 mi<br /> </p><p>The preferred airport for Bangi Resort Hotel is Kuala Lumpur International Airport (KUL). </p>,"<p>HeadLine : In Bandar Baru Bangi (Bangi Golf Club)</p><p>Location : With a stay at Bangi Resort Hotel in Bandar Baru Bangi (Bangi Golf Club), you ll be within a 10-minute drive of National University of Malaysia and De Centrum Mall.  This 5-star resort is 11.3 mi (18.2 km) from Bukit Jalil National Stadium and 5.5 mi (8.8 km) from IOI City Mall.</p><p>Rooms : Make yourself at home in one of the 256 air-conditioned rooms featuring minibars. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature complimentary toiletries and bidets. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Grab a bite to eat at one of the resort s 3 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, a first aid kit, and window guards</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",60-3-8210 2888,Safe-deposit box at front desk Designated smoking areas (fines apply) Snack bar/deli Number of coffee shops/cafes - 1 Laundry facilities Children's pool Sauna Steam room elevator Free self parking Fitness facilities Valet parking (surcharge) Hair salon Computer station Gift shops or newsstand Dry cleaning/laundry service Banquet hall Wheelchair accessible (may have limitations) Express check-in Meeting rooms Limo or Town Car service available Free WiFi Golfing on site Number of bars/lounges - 1 Designated smoking areas Garden In-room accessibility (in select rooms) Free newspapers in lobby Full-service spa Wedding services Tours/ticket assistance Accessible bathroom (in select rooms) 24-hour fitness facilities Golf driving range on site Luggage storage Express check-out Grocery/convenience store Porter/bellhop Multilingual staff 24-hour front desk Breakfast available (surcharge) Spa services on site Golf course on site Pool sun loungers Concierge services,2.955502|101.766396,603-821-02222,43650,http://www.hotelbangi-putrajaya.com/
JP,Japan,Abashiri,Abashiri Ryuhyou no Oka Youth Hostel,1.0,22-6 Meiji Abashiri 093-0085 ,,"Abashiri Ryuhyou no Oka Youth Hostel offers affordable dormitory-style accommodations with bunk beds. Guests can rent bicycles to tour the area and use the free Wi-Fi available at the entire property. JR Abashiri Train Station is a 5-minute drive away.

The rooms come with heating facilities and carpeted floors. Each accommodates up to 5 guests. Bathrooms and toilets are shared.

Free parking is available on-site and luggage storage is provided at the front desk. Japanese dishes featuring local ingredients are served for dinner and a Western set menu is available for breakfast. All meals are served at the dining room.

Yough Hostel Abashiri Ryuhyou no Oka is a 10-minute drive from Abashiri Prison Museum and a 15-minute drive from Cape Notoro. Memambetsu Airport is a 45-minute drive away. Please inform Abashiri Ryuhyou no Oka Youth Hostel in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Guests with tattoos may not be permitted to use the propertys public bathing areas or other facilities where the tattoos might be visible to other guests.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.
Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property may request additional documentation from guests to validate identity, travel itinerary and other relevant information, during dates where such guidelines exist.
Guests with a halfboard plan must check in by 17:30.

Guests who do not arrive within the indicated check-in hours may be treated as a no-show, and their booking cancelled.

Guests without a meal plan who want to eat breakfast or dinner at the property must make a reservation at least 1 day in advance.

Lights are turned off at 00:00.

At time of booking, you must inform the property of what time you plan to check in. If your check-in time changes, please update the property. Please notify the hotel directly if you are arriving after 22:00.

Between the months of November and March, a separate heating fee per person is charged. Fees are not included in the rate and is to be paid directly at the property.

To use the propertys shuttle, please make a reservation in advance.",+81(0)152438558,Parking Family rooms Free parking internet services Heating Luggage storage wifi Free WiFi Non-smoking throughout parking on site Private parking wifi available in all areas linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays staff follow all safety protocols as directed by local authorities process in place to check health of guests first aid kit available cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas all plates  cutlery  glasses and other tableware have been sanitized thermometers for guests provided by property face masks for guests available,44.03962|144.25137,0152-43-8558,093-0085,https://www.booking.com/hotel/jp/abashiri-ryuhyou-no-oka-youth-hostel.html
JP,Japan,Abashiri,Guest House Imodangomura,1.0,75-66 Masuura Abashiri 099-3119Hokkaido ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Abashiri Quasi-National Park - 3.7 km / 2.3 mi <br /> Ryuhyo Glass Museum - 6.8 km / 4.2 mi <br /> Abashiri Port - 7 km / 4.3 mi <br /> Road Station Ryuhyokaido Abashiri - 7 km / 4.4 mi <br /> Tofutsuko Lake - 7.1 km / 4.4 mi <br /> Museum of Northern Peoples - 7.5 km / 4.7 mi <br /> Abashiri Historical Museum - 7.6 km / 4.7 mi <br /> Okhotsk Ryuhyo Museum - 7.8 km / 4.8 mi <br /> Yokoyama Fruit Farm - 7.8 km / 4.9 mi <br /> Abashiri Lake View Ski Resort - 8.6 km / 5.3 mi <br /> Tokyo University of Agriculture - 8.6 km / 5.4 mi <br /> Koshimizu Primeval Flower Garden - 11 km / 6.8 mi <br /> Lake Abashiri - 12.3 km / 7.6 mi <br /> Abashiri Prison Museum - 13 km / 8.1 mi <br /> Memanbetsu Golf Corse - 13.5 km / 8.4 mi <br /> </p><p>The nearest major airport is Memanbetsu Airport (MMB) - 20.3 km / 12.6 mi</p>,"<p>HeadLine : In Abashiri</p><p>Location : Located in Abashiri, Farm&Inn Imodango Mura - Hostel is a 4-minute drive from Abashiri Quasi-National Park and 7 minutes from Ryuhyo Glass Museum.  This hostel is 4.3 mi (7 km) from Abashiri Port and 4.4 mi (7 km) from Road Station Ryuhyokaido Abashiri.</p><p>Rooms : Make yourself at home in one of the 19 guestrooms. Prepare your meals in the shared/communal kitchen. Complimentary wireless Internet access is available to keep you connected. Bathrooms have complimentary toiletries and bidets.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : The front desk is open daily from 8 AM - 8 PM. Front desk staff will greet guests on arrival.</p>",81-152-616130,Free self parking Front desk (limited hours) Laundry facilities Free WiFi,43.977891|144.291272,81152435556,099-3119,http://www.imodangomura.com/
JP,Japan,Abashiri,Italian Course Dinner Pension Waninoie,2.0,63-12 Yobito Abashiri 099-2412Hokkaido ,,"Ideally located in the prime touristic area of Yobito, Italian Course Dinner Pension Waninoie promises a relaxing and wonderful visit. The property features a wide range of facilities to make your stay a pleasant experience. Facilities like free Wi-Fi in all rooms, Wi-Fi in public areas, car park, restaurant, smoking area are readily available for you to enjoy. Comfortable guestrooms ensure a good night's sleep with some rooms featuring facilities such as television LCD/plasma screen, complimentary tea, towels, air conditioning, heating. The hotel offers various recreational opportunities. Italian Course Dinner Pension Waninoie combines warm hospitality with a lovely ambiance to make your stay in Abashiri unforgettable.",,car park - on site free designated smoking area free Wi-Fi in all rooms Restaurant Wi-Fi in public areas,43.98236084|144.22384644,0152-48-2838,099 2421,
JP,Japan,Abashiri,Abashiri Green Hotel,2.0,1 2 9 Shin Machi Abashiri 093 0046 Abashiri  ,,"Abashiri Green Hotel is conveniently located in the popular Abashiri area. Both business travelers and tourists can enjoy the hotel''s facilities and services. All the necessary facilities, including elevator, Wi-Fi in public areas, free Wi-Fi in all rooms, car park, are at hand. Guestrooms are fitted with all the amenities you need for a good night''s sleep. In some of the rooms, guests can find internet access  LAN (complimentary), television, refrigerator, hair dryer, air conditioning. The hotel offers various recreational opportunities. No matter what your reasons are for visiting Abashiri, Abashiri Green Hotel will make you feel instantly at home.",,Air Conditioned Restaurant WiFi everywhere Vending Machines Wireless Internet Access Car Parking Elevator / Lift,44.020905|144.25502,+81(0)152438080,093 0046,
JP,Japan,Abashiri,Abashiri Central Hotel,3.0,Minami 2 jonishi 3-chome 7-banchi Hokkai michiAbashiri-shi 093-0012 ,,"Featuring a Japanese restaurant, Central Hotel is 100 metres from the Abashiri River and a 2-minute walk from Abashiri Bus Terminal. Rooms have free broadband internet and a private bathroom.

Classical wallpaper and elegant wooden furniture decorate the rooms at Tabist Abashiri Central Hotel. Each room has a fridge and a flat-screen TV with video-on-demand movies.

JR Abashiri Train Station is a 15-minute walk from the hotel, and Okhotsk Ryu-Hyo Museum is a 20-minute bus ride away.

Grand Glacier Restaurant is open all day and serves Japanese and Western favourites made from fresh local ingredients.",+81152435177,Parking meeting/banquet facilities 24-hour front desk Non-smoking rooms Facilities for disabled guests internet services lift Heating Fax/photocopying wifi Free WiFi vending machine (drinks) Daily housekeeping parking on site Private parking electric vehicle charging station,44.02139|144.26436,+81152445151,093-0012,https://www.booking.com/hotel/jp/abashiri-central.html
JP,Japan,Abashiri,Hotel Abashirikoso,3.0,78 Yobito Abashiri City 099-2421Hokkaido ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Lake Abashiri - 0.1 km / 0.1 mi <br /> Abashiri Lake View Ski Resort - 0.9 km / 0.5 mi <br /> Abashiri Quasi-National Park - 1.9 km / 1.2 mi <br /> Tokyo University of Agriculture - 2.4 km / 1.5 mi <br /> Abashiri Prison Museum - 4.2 km / 2.6 mi <br /> Museum of Northern Peoples - 4.9 km / 3 mi <br /> Okhotsk Ryuhyo Museum - 6.1 km / 3.8 mi <br /> Road Station Ryuhyokaido Abashiri - 7.8 km / 4.8 mi <br /> Ryuhyo Glass Museum - 8 km / 5 mi <br /> Abashiri Historical Museum - 8.1 km / 5 mi <br /> Abashiri Port - 9.2 km / 5.7 mi <br /> Yokoyama Fruit Farm - 10.4 km / 6.4 mi <br /> Lake Notoro - 11 km / 6.9 mi <br /> Memanbetsu Golf Corse - 15 km / 9.4 mi <br /> Cape Notoro - 18.3 km / 11.4 mi <br /> </p><p>The nearest major airport is Memanbetsu Airport (MMB) - 14 km / 8.7 mi</p>,"<p>HeadLine : Near Abashiri Lake View Ski Resort</p><p>Location : With a stay at Hotel Abashirikoso in Abashiri, you ll be a 1-minute walk from Lake Abashiri and 10 minutes by foot from Abashiri Lake View Ski Resort.  This hotel is 1.2 mi (1.9 km) from Abashiri Quasi-National Park and 1.5 mi (2.4 km) from Tokyo University of Agriculture.</p><p>Rooms : Make yourself at home in one of the 153 guestrooms featuring refrigerators. Private bathrooms with shower/tub combinations feature deep soaking bathtubs and complimentary toiletries. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards and cash</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : To make arrangements for check-in please contact the property at least 72 hours before arrival using the information on the booking confirmation. If you are planning to arrive after 7:30 PM please contact the property in advance using the information on the booking confirmation. Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival. For more details, please contact the property using the information on the booking confirmation.  Guests with Half Board plans must check in by 8 PM to receive dinner.</p>",81-152-482828,Gift shops or newsstand Dry cleaning/laundry service Wheelchair accessible (may have limitations) Luggage storage Hot springs on site Wheelchair-accessible on-site restaurant 24-hour front desk Karaoke Wheelchair-accessible registration desk Breakfast available (surcharge) Free WiFi Number of bars/lounges - 1 Arcade/game room Designated smoking areas In-room accessibility (in select rooms) Wheelchair accessible parking Laundry facilities elevator Free self parking Wheelchair accessible path of travel,43.982895|144.218554,+81 152 482311,099-2421,http://www.abashirikoso.com/
