code,icao,name,city_code,country,city,state,county
ARX,SBAC,Asbury Park,ARX,US,Shark River Hills,New Jersey,Monmouth County
ARY,YARA,Ararat,ARY,AU,Ararat,Victoria,Ararat
ARZ,FNZE,N'zeto,ARZ,AO,,,
ASA,HHSB,Assab International,ASA,ER,,,
ASB,UTAA,Ashgabat Airport,ASB,TM,Ashgabat,Ahal,
ASC,SLAS,Ascension,ASC,BO,,,
ASD,MYAF,Andros Town,ASD,BS,,,
ASE,KASE,Aspen Airport,ASE,US,Aspen,Colorado,Pitkin County
ASF,URWA,Astrakhan Airport,ASF,RU,Yaksatovo,Astrakhan,
ASG,NZAS,Ashburton,ASG,NZ,Ashburton,Canterbury,Ashburton District
ASH,KASH,Boire Field,ASH,US,Nashua,New Hampshire,Hillsborough County
ASI,FHAW,Saint Helena Airport,ASI,SH,,,
ASJ,RJKA,Amami Airport,ASJ,JP,,,
ASK,DIYO,Yamoussoukro,ASK,CI,Yamoussoukro,Lacs,
ASL,KASL,Harrison County,ASL,US,Marshall,Texas,Harrison County
ASM,HHAS,Asmara International Airport,ASM,ER,Asmara,Maekel Region,
ASN,KASN,Talladega,ASN,US,Talladega,Alabama,Talladega County
ASO,HASO,Asosa Airport,ASO,ET,,,
ASP,YBAS,Alice Springs Airport,ASP,AU,,,
ASQ,KTMT,Austin,ASQ,US,,,
ASR,LTAU,Kayseri Airport,ASR,TR,Kayseri,Kayseri,
ASS,FAAR,Arathusa Safari Lodge,ASS,ZA,,,
AST,KAST,Astoria,AST,US,Warrenton,Oregon,Clatsop County
ASU,SGAS,Silvio Pettirossi International Airport,ASU,PY,Limpio,Central,
ASV,HKAM,Amboseli,ASV,KE,Namanga,Kajiado,
ASW,HESN,Aswan Airport,ASW,EG,Aswan,Aswan,
ASX,KASX,Ashland,ASX,US,Ashland,Wisconsin,Ashland County
ASY,KASY,Ashley,ASY,US,Ashley,North Dakota,McIntosh County
ASZ,,Asirim,ASZ,PG,,,
ATA,SPHZ,Anta,ATA,PE,Anta,Ancash,Provincia de Carhuaz
ATB,HSAT,Atbara,ATB,SD,Atbara,River Nile,
ATC,MYCA,Arthur's Town,ATC,BS,,,
ATD,AGAT,Atoifi,ATD,SB,,,
ATE,80F,Antlers,ATE,US,Antlers,Oklahoma,Pushmataha County
ATF,SEAM,Chachoan,ATF,EC,San Miguel de Salcedo,Cotopaxi,
ATG,OPMS,Attock,ATG,PK,Akora,Khyber Pakhtunkhwa,
ATH,LGAV,Eleftherios Venizelos International Airport,ATH,GR,Spata,Attica,Nomarchia Anatolikis Attikis
ATI,SUAG,Artigas,ATI,UY,Artigas,Artigas,
ATJ,FMME,Antsirabe,ATJ,MG,Antsirabe,Vakinankaratra,
ATK,PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,ATK,US,,,
ATL,KATL,Hartsfield-Jackson Atlanta International Airport,ATL,US,,,
ATM,SBHT,Altamira Airport,ATM,BR,Altamira,Para,Altamira
ATN,AYNX,Namatanai,ATN,PG,,,
ATO,KUNI,Ohio University,ATO,US,Athens,Ohio,Athens County
ATP,AYAI,Airstrip,ATP,PG,,,
ATQ,VIAR,Sri Guru Ram Dass Jee International Airport,ATQ,IN,Raja Sansi,Punjab,Amritsar
ATR,GQPA,Mouakchott,ATR,MR,Atar,Adrar,
ATS,KATS,Artesia,ATS,US,Artesia,New Mexico,Eddy County
ATT,,Atmautluak Airport,ATT,US,,,
ATU,PAAT,Casco Cove,ATU,US,,,
ATV,FTTI,Ati,ATV,TD,Ati,Batha,
ATW,KATW,Outagamie County Regional Airport,ATW,US,Menasha,Wisconsin,Winnebago County
ATX,,Atbasar,ATX,KZ,Atbasar,Aqmola,
ATY,KATY,Watertown Airport,ATY,US,Watertown,South Dakota,Codington County
ATZ,HEAT,Assiut Airport,ATZ,EG,Asyut,Asyut,
AUA,TNCA,Reina Beatrix International Airport,AUA,AW,Oranjestad,,
AUB,,Itauba Airport,AUB,BR,Itauba,Mato Grosso,
AUC,SKUC,Arauca Airport,AUC,CO,Arauca,Arauca,
AUD,YAGD,Augustus Downs,AUD,AU,,,
AUE,,Abu Rudeis,AUE,EG,,,
AUF,LFLA,Auxerre Branches,AUF,FR,Appoigny,Bourgogne,Departement de l'Yonne
AUG,KAUG,Augusta Airport,AUG,US,Augusta,Maine,Kennebec County
AUH,OMAA,Abu Dhabi International Airport,AUH,AE,,,
AUI,AYND,Aua Island,AUI,PG,,,
AUJ,AYAT,Ambunti,AUJ,PG,,,
AUK,PAUK,Alakanuk Airport,AUK,US,,,
AUL,,Aur Island,AUL,MH,Aur,Aur Atoll,
AUM,KAUM,Austin,AUM,US,Austin,Minnesota,Mower County
AUN,KAUN,Auburn,AUN,US,Auburn,California,Placer County
AUO,KAUO,Auburn-Opelika,AUO,US,Auburn,Alabama,Lee County
AUP,AYAG,Agaun,AUP,PG,,,
AUQ,NTMN,Hiva Oa Airport,AUQ,PF,,,
AUR,LFLW,Aurillac Airport,AUR,FR,Aurillac,Auvergne,Departement du Cantal
AUS,KAUS,Austin-Bergstrom International Airport,AUS,US,Hornsby Bend,Texas,Travis County
AUT,WPAT,Atauro,AUT,ID,,,
AUU,YAUR,Aurukun Mission,AUU,AU,,,
AUV,AYUM,Aumo,AUV,PG,,,
AUW,KAUW,Municipal,AUW,US,Schofield,Wisconsin,Marathon County
AUX,SWGN,Araguaina Airport,AUX,BR,Araguaina,Tocantins,Araguaina
AUY,NVVA,Aneityum,AUY,VU,,,
AUZ,KARR,Municipal Airport,AUZ,US,Aurora,Illinois,Kane County
AVA,ZUAS,An Shun/Huang Guo Shu Airport,AVA,CN,Anshun,Guizhou Sheng,
AVB,LIPA,Aviano,AVB,IT,Roveredo in Piano,Friuli Venezia Giulia,Provincia di Pordenone
AVG,YAUV,Auvergne,AVG,AU,,,
AVI,MUCA,Maximo Gomez,AVI,CU,Ciro Redondo,Ciego de Avila,
AVK,ZMAH,Arvaikheer,AVK,MN,Arvayheer,OEvoerhangay,
AVL,KAVL,Asheville Regional Airport,AVL,US,Fletcher,North Carolina,Henderson County
AVN,LFMV,Avignon-Caumont Airport,AVN,FR,Noves,Provence-Alpes-Cote d'Azur,Departement des Bouches-du-Rhone
AVO,KAVO,Municipal,AVO,US,Avon Park,Florida,Highlands County
AVP,KAVP,Wilkes-Barre/Scranton International Airport,AVP,US,Avoca,Pennsylvania,Luzerne County
AVR,LPAR,Alverca,AVR,PT,Sobralinho,Lisbon,Vila Franca de Xira
AVU,AGGJ,Avu Avu,AVU,SB,,,
AVV,YMAV,Avalon Airport,MEL,AU,Little River,Victoria,Wyndham
AVW,KAVQ,Avra Valley,TUS,US,Marana,Arizona,Pima County
AVX,KAVX,Avalon Bay,AVX,US,,,
AWA,HALA,Awassa,AWA,ET,Hawassa,"Southern Nations, Nationalities, and People's Region",
AWB,AYAW,Awaba Airport,AWB,PG,Awaba,Western Province,
AWD,NVVB,Aniwa,AWD,VU,,,
AWE,FOGW,Alowe,AWE,GA,,,
AWK,PWAK,Wake Island,AWK,UM,,,
AWM,KAWM,Municipal,AWM,US,West Memphis,Arkansas,Crittenden County
AWN,YADS,Alton Downs,AWN,AU,,,
AWP,YAUS,Austral Downs Airport,AWP,AU,,,
AWR,,Awar,AWR,PG,,,
AWZ,OIAW,Ahwaz Airport,AWZ,IR,Ahvaz,Khuzestan,
AXA,TQPF,Clayton J. Lloyd International Airport,AXA,AI,The Valley,,
AXB,89NY,Alexandria Bay,AXB,US,Alexandria Bay,New York,Jefferson County
AXC,YAMC,Aramac,AXC,AU,,,
AXD,LGAL,Demokritos Airport,AXD,GR,Alexandroupoli,East Macedonia and Thrace,Nomos Evrou
AXE,SSXX,Xanxere,AXE,BR,Xanxere,Santa Catarina,Xanxere
AXF,ZBAL,Alxa Left Banner,AXF,CN,Bayan Hot,Inner Mongolia,Alxa Left Banner
AXG,KAXA,Algona,AXG,US,Algona,Iowa,Kossuth County
AXJ,RJDA,Amakusa,AXJ,JP,Hondo,Kumamoto,
AXK,OYAT,Ataq,AXK,YE,,,
AXL,YALX,Alexandria,AXL,AU,,,
AXM,SKAR,El Eden Airport,AXM,CO,La Tebaida,Quindio,
AXN,KAXN,Alexandria,AXN,US,Alexandria,Minnesota,Douglas County
AXO,,Bandar Udara Pantar,AXO,ID,Pantar,,
AXP,MYAP,Springpoint Airport,AXP,BS,Masons Bay,Acklins,
AXR,NTGU,Arutua Airport,AXR,PF,Arutua,,
AXS,KAXS,Altus/Quartz Mountain Regional Airport,LTS,US,,,
AXT,RJSK,Akita Airport,AXT,JP,Akita,Akita,
AXU,HAAX,Axum Airport,AXU,ET,Aksum,Tigray,
AXV,KAXV,Neil Armstrong,AXV,US,Wapakoneta,Ohio,Auglaize County
AXX,KAXX,Angel Fire,AXX,US,Angel Fire,New Mexico,Colfax County
AYA,,Ayapel,AYA,CO,Ayapel,Cordoba,
AYC,,Ayacucho,AYC,CO,Pelaya,Cesar,
AYD,,Alroy Downs,AYD,AU,,,
AYE,,AAF Heliport,AYE,US,Ayer,Massachusetts,Middlesex County
AYG,SKYA,Yaguara,AYG,CO,,,
AYI,,Yari,AYI,CO,,,
AYJ,VEAY,Maharishi Valmiki International Airport,AYJ,IN,Faizabad,Uttar Pradesh,
AYK,UAUR,Arkalyk,AYK,KZ,Arkalyk,Qostanay,
AYL,YANL,Anthony Lagoon,AYL,AU,,,
AYM,,Yas Island SPB,AUH,AE,,,
AYN,ZHAY,Anyang Airport,AYN,CN,Anyang,Henan Sheng,
AYO,SGAY,Ayolas,AYO,PY,Ayolas,Misiones,
AYP,SPHO,Yanamilla Airport,AYP,PE,Carmen Alto,Ayacucho,Provincia de Huamanga
AYQ,YAYE,Connellan Airport,AYQ,AU,,,
AYR,YAYR,Ayr,AYR,AU,Ayr,Queensland,Burdekin
AYS,KAYS,Ware County,AYS,US,Deenwood,Georgia,Ware County
AYT,LTAI,Antalya Airport,AYT,TR,Aksu,Antalya,
AYU,AYAY,Aiyura,AYU,PG,,,
AYW,WASA,Ayawasi,AYW,ID,Aifat,West Papua,
AYX,SPAY,Gerardo Pérez Pinedo,AYX,PE,Puerto Ocopa,Junin,Provincia de Satipo
AYY,,Arugam Bay SPB,AYY,LK,,,
AYZ,,Zahns,AYZ,US,Amityville,New York,Suffolk County
AZA,KIWA,Phoenix-Mesa Gateway Airport,PHX,US,Queen Creek,Arizona,Maricopa County
AZB,,Amazon Bay,AZB,PG,,,
AZD,OIYY,Yazd Airport,AZD,IR,Yazd,Yazd,
AZG,MMAG,Apatzingan,AZG,MX,Apatzingan,Michoacan,Apatzingan
AZH,VEAH,Azamgarh Airport,AZH,IN,Manduri,Uttar Pradesh,Azamgarh
AZI,OMAD,Bateen,AUH,AE,,,
AZJ,,Zhenjiang Dalu,AZJ,CN,Changzhou,Jiangsu,Xinbei District
AZL,SWTU,Fazenda Tucunare Airport,AZL,BR,,,
AZN,UTFA,Andizhan Airport,AZN,UZ,Andijon,Andijon,
AZO,KAZO,Kalamazoo Battle Creek International Airport,AZO,US,Portage,Michigan,Kalamazoo County
AZP,MMJC,Atizapan,MEX,MX,Iztacalco,Mexico City,Iztacalco
AZR,DAUA,Adrar Airport,AZR,DZ,Adrar,Adrar,
AZS,MDCY,Samaná El Catey International,AZS,DO,Sanchez,Samana,
AZT,,Zapatoca,AZT,CO,Betulia,Santander,
AZZ,FNAM,Ambriz,AZZ,AO,Nzeto,Zaire,
BAA,AYBL,Bialla,BAA,PG,,,
BAB,KBAB,Beale AFB,MYV,US,Marysville,California,Yuba County
BAC,,Barranca De Upia,BAC,CO,Barranca de Upia,Meta,
BAD,KBAD,Barksdale AFB,SHV,US,Bossier City,Louisiana,Bossier Parish
BAE,LFMR,Barcelonnette,BAE,FR,Barcelonnette,Provence-Alpes-Cote d'Azur,Departement des Alpes-de-Haute-Provence
BAF,KBAF,Barnes,BAF,US,Westfield,Massachusetts,Hampden County
BAG,RPUB,Loakan,BAG,PH,Tuding,Cordillera,Province of Benguet
BAH,OBBI,Bahrain International Airport,BAH,BH,Al Muharraq,Muharraq,
BAI,MRBA,Buenos Aires,BAI,CR,Buenos Aires,Puntarenas,
BAJ,,Bali,BAJ,PG,,,
BAL,LTCJ,Batman Airport,BAL,TR,Yenikoy,Batman,
BAM,KBAM,Lander County,BAM,US,Battle Mountain,Nevada,Lander County
BAN,FZVR,Basongo,BAN,CD,,,
BAO,,Udorn,BAO,TH,,,
BAP,,Baibara,BAP,PG,,,
BAQ,SKBQ,E Cortissoz Airport,BAQ,CO,Malambo,Atlantico,
BAR,ZJQH,Baker AAF,BAR,US,,,
BAS,AGGE,Balalae,BAS,SB,,,
BAT,SNBA,Airport Chafei Amsei,BAT,BR,Barretos,Sao Paulo,Barretos
BAU,,Bauru Airport,BRI,BR,Bauru,Sao Paulo,
BAV,ZBOW,Baotou Airport,BAV,CN,Shulinzhao,Inner Mongolia,
BAW,,Biawonque,BAW,GA,,,
BAX,UNBB,Barnaul Gherman Titov International Airport,BAX,RU,Gon'ba,Altai Krai,
BAY,LRBM,Baia Mare,BAY,RO,Tautii Magherus,Maramures,
BAZ,SWBC,Barbelos,BAZ,BR,Barcelos,Amazonas,Barcelos
BBA,SCBA,Teniente Vidal Airport,BBA,CL,,,
BBB,KBBB,Benson Municipal Airport,BBB,US,Benson,Minnesota,Swift County
BBC,KBYY,Bay City,BBC,US,Bay City,Texas,Matagorda County
BBD,KBBD,Curtis Field,BBD,US,Brady,Texas,McCulloch County
BBF,,Burlington,BBF,US,Burlington,Massachusetts,Middlesex County
BBG,NGTU,Butaritari,BBG,KI,,,
BBH,EDBH,Barth,BBH,DE,,,
BBI,VEBS,Biju Patnaik International Airport,BBI,IN,Bhubaneshwar,Odisha,Khordha
BBJ,EDRB,Bitburg Air Base,BBJ,DE,Bitburg,Rheinland-Pfalz,
BBK,FBKE,Kasane Airport,BBK,BW,Kasane,North West,
BBL,YLLE,Ballera Airport,BBL,AU,,,
BBM,VDBG,Battambang,BBM,KH,Battambang,Battambang,
BBN,WBGZ,Bario Airport,BBN,MY,,,
BBO,HCMI,Berbera,BBO,SO,Berbera,Woqooyi Galbeed,
BBP,EGHJ,Bembridge,BBP,GB,,,
BBQ,TAPH,Barbuda,BBQ,AG,Codrington,Barbuda,
BBR,TFFB,Baillif,BBR,GP,Baillif,Guadeloupe,Guadeloupe
BBS,EGLK,Blackbushe,BBS,GB,Yateley,England,Hampshire
BBT,FEFT,Berberati,BBT,CF,Berberati,Mambere-Kadei,
BBU,LRBS,Baneasa,BUH,RO,,,
BBV,DIGN,Hkg,BBV,CI,,,
BBW,KBBW,Broken Bow,BBW,US,Broken Bow,Nebraska,Custer County
BBX,KLOM,Wings Field,BBX,US,Blue Bell,Pennsylvania,Montgomery County
BBY,FEFM,Bambari,BBY,CF,Bambari,Ouaka,
BBZ,FLZB,Zambezi,BBZ,ZM,,,
BCA,MUBA,Baracoa,BCA,CU,Baracoa,Guantanamo,
BCB,KBCB,Virginia Tech,BCB,US,Blacksburg,Virginia,Montgomery County
BCC,Z48,Bear Creek,BCC,US,Red Lodge,Montana,Carbon County
BCD,RPVB,Bacolod-Silay International Airport,BCD,PH,Bacolod City,Western Visayas,Province of Negros Occidental
BCE,KBCE,Bryce,BCE,US,,,
BCF,FEGU,Bouca,BCF,CF,Bouca,Ouham,
BCG,SYBE,Bemichi,BCG,GY,,,
BCH,WPEC,Cakung International,BCH,TL,Baucau,Baucau,
BCI,YBAR,Barcaldine Airport,BCI,AU,,,
BCJ,,Baca Grande,BCJ,US,Buena Vista,Colorado,Chaffee County
BCK,YBWR,Bolwarra,BCK,AU,Atherton,Queensland,Tablelands
BCL,MRBC,Barra Colorado,BCL,CR,Matina,Limon,
BCM,LRBC,Bacau Airport,BCM,RO,Margineni-Munteni,Bacau,
BCN,LEBL,Barcelona-El Prat Airport,BCN,ES,El Prat de Llobregat,Catalonia,Provincia de Barcelona
BCO,HABC,Jinka,BCO,ET,,,
BCP,AYBC,Bambu,BCP,PG,,,
BCQ,,Brack,BCQ,LY,Brak,Sha`biyat Wadi ash Shati',
BCR,SWNK,Boca Do Acre,BCR,BR,Boca do Acre,Amazonas,Boca Do Acre
BCS,65LA,Southern Seaplane,BCS,US,,,
BCT,KBCT,Boca Raton Airport,BCT,US,Boca Raton,Florida,Palm Beach County
BCU,DNBC,Bauchi,BCU,NG,Bauchi,Bauchi,
BCV,,Belmopan,BCV,BZ,,,
BCW,,Benguera Island,BCW,MZ,,,
BCX,UWUB,Beloreck,BCX,RU,Lomovka,Bashkortostan,
BCY,,Bulchi,BCY,ET,Felege Neway,"Southern Nations, Nationalities, and People's Region",
BCZ,,Bickerton Island,BCZ,AU,,,
BDA,TXKF,L.F. Wade International Airport,BDA,BM,,,
BDB,YBUD,Bundaberg Airport,BDB,AU,Thabeban,Queensland,Bundaberg
BDC,SNBC,Barra Do Corda,BDC,BR,Barra do Corda,Maranhao,Barra Do Corda
BDD,YBAU,Badu Island,BDD,AU,,,
BDE,KBDE,Baudette,BDE,US,,,
BDF,3IS8,Rinkenberger,BDF,US,Wyoming,Illinois,Stark County
BDG,KBDG,Blanding,BDG,US,Blanding,Utah,San Juan County
BDH,OIBL,Bandar Lengeh,BDH,IR,Bandar-e Lengeh,Hormozgan,
BDI,FSSB,Bird Island,BDI,SC,Bel Ombre,Bel Ombre,
BDJ,WAOO,Syamsudin Noor International Airport,BDJ,ID,Banjarbaru,South Kalimantan,
BDK,DIBU,Bondoukou,BDK,CI,Bondoukou,Zanzan,
BDL,KBDL,Bradley International Airport,BDL,US,Windsor Locks,Connecticut,Hartford County
BDM,LTBG,Bandirma,BDM,TR,Bandirma,Balikesir,
BDN,OPTH,Talhar,BDN,PK,Badin,Sindh,
BDO,WICC,Husein Sastranegara Airport,BDO,ID,Bandung,West Java,
BDP,VNCG,Bhadrapur Airport,BDP,NP,Bhadrapur,Eastern Region,
BDQ,VABO,Vadodara Airport,BDQ,IN,Vadodara,Gujarat,Vadodara
BDR,KBDR,Igor I. Sikorsky Memorial,BDR,US,,,
BDS,LIBR,Brindisi - Salento Airport,BDS,IT,Materdomini,Apulia,Provincia di Brindisi
BDT,FZFD,Gbadolite,BDT,CD,Ouango,Mbomou,
BDU,ENDU,Bardufoss Airport,BDU,NO,Moen,Troms,Malselv
BDV,FZRB,Moba,BDV,CD,Karema,Katavi,
BDW,YBDF,Bedford Downs,BDW,AU,,,
BDX,00F,Broadus,BDX,US,Broadus,Montana,Powder River County
BDY,S05,State,BDY,US,Bandon,Oregon,Coos County
BDZ,AYBG,Baindoung,BDZ,PG,,,
BEA,,Bereina,BEA,PG,,,
BEB,EGPL,Benbecula Airport,BEB,GB,Benbecula,Scotland,Eilean Siar
BEC,KBEC,Beech,ICT,US,,,
BED,KBED,Hanscom Field,BED,US,Bedford,Massachusetts,Middlesex County
BEE,YBGB,Beagle Bay,BEE,AU,,,
BEF,MNBL,Bluefields,BEF,NI,Bluefields,Atlantico Sur,
BEG,LYBE,Belgrad Nikola Tesla Airport,BEG,RS,Surcin,Central Serbia,Belgrade
BEH,KBEH,Ross Field,BEH,US,Benton Heights,Michigan,Berrien County
BEI,HABE,Beica,BEI,ET,Asosa,Binshangul Gumuz,Asosa
BEJ,WAQT,Kalimarau Airport,BEJ,ID,,,
BEK,VIBY,Bareli,BEK,IN,Rae Bareli,Uttar Pradesh,Rae Bareli
BEL,SBBE,Val De Cans International Airport,BEL,BR,Belem,Para,Belem
BEM,GMMD,Beni Mellal Airport,BEM,MA,Beni Mellal,Tadla-Azilal,Beni-Mellal
BEN,HLLB,Benina International,BEN,LY,Benghazi,Banghazi,
BEO,YLMQ,Belmont,NTL,AU,Belmont,New South Wales,Lake Macquarie Shire
BEP,VOBI,Bellary,BEP,IN,Bellary,Karnataka,Bellary
BEQ,EGXH,Honington,BEQ,GB,Thetford,England,Norfolk
BER,EDDB,Berlin Brandenburg Airport,BER,DE,,,
BES,LFRB,Brest Bretagne Airport,BES,FR,Guipavas,Brittany,Departement du Finistere
BET,PABE,Bethel Airport,BET,US,,,
BEU,YBIE,Bedourie,BEU,AU,,,
BEV,LLBS,Beer Sheba,BEV,IL,Beersheba,Southern District,
BEW,FQBR,Beira Airport,BEW,MZ,,,
BEX,EGUB,Benson RAF Station,BEX,GB,Benson,England,Oxfordshire
BEY,OLBA,Beirut-Rafic Hariri International Airport,BEY,LB,Baabda,Mont-Liban,
BEZ,NGBR,Beru,BEZ,KI,,,
BFA,SGBN,Bahia Negra,BFA,PY,,,
BFB,,Blue Fox Bay,BFB,US,,,
BFC,YBMD,Bloomfield,BFC,AU,,,
BFD,KBFD,Bradford Airport,BFD,US,Bradford,Pennsylvania,McKean County
BFE,EDLI,Bielefeld,BFE,DE,Bielefeld,North Rhine-Westphalia,Regierungsbezirk Detmold
BFF,KBFF,Western Nebraska Regional Airport,BFF,US,Terrytown,Nebraska,Scotts Bluff County
BFG,KU07,Bullfrog Basin,BFG,US,,,
BFH,SBBI,Bacacheri,BFH,BR,Curitiba,Parana,Curitiba
BFI,KBFI,Boeing Field International Airport,SEA,US,Boulevard Park,Washington,King County
BFJ,ZUBJ,Bijie Airport,BFJ,CN,Bijie,Guizhou Sheng,
BFK,KBKF,Buffalo Municipal Airport,DEN,US,Aurora,Colorado,Adams County
BFL,KBFL,Meadows Field Airport,BFL,US,Oildale,California,Kern County
BFM,KBFM,Mobile Downtown Airport,MOB,US,,,
BFN,FABL,Bram Fischer International Airport,BFN,ZA,Bloemfontein,Orange Free State,Mangaung Metropolitan Municipality
BFO,FVCZ,Buffalo Range,BFO,ZW,,,
BFP,KBVI,Beaver Falls,BFP,US,West Mayfield,Pennsylvania,Beaver County
BFQ,,Bahia Pinas,BFQ,PA,,,
BFR,KBFR,Virgil I Grissom Municipalcipal,BFR,US,Bedford,Indiana,Lawrence County
BFS,EGAA,Belfast International Airport,BFS,GB,Antrim,Northern Ireland,Antrim Borough
BFT,KARW,County,BFT,US,Beaufort,South Carolina,Beaufort County
BFU,ZSBB,Bengbu,BFU,CN,Bengbu,Anhui Sheng,
BFV,VTUO,Buri Ram Airport,BFV,TH,Satuek,Buriram,
BFW,DAOS,Sidi Belabbes,BFW,DZ,Sidi Bel Abbes,Sidi Bel Abbes,
BFX,FKKU,Bafoussam,BFX,CM,Bafoussam,West,
BFY,,Bengbu Tenghu Airport,BFY,CN,,,
BGA,SKBG,Palonegro International Airport,BGA,CO,Lebrija,Santander,
BGB,FOGB,Booue,BGB,GA,,,
BGC,LPBG,Braganca Airport,BGC,PT,Braganca,Braganca,Braganca Municipality
BGD,KBGD,Borger,BGD,US,Borger,Texas,Hutchinson County
BGE,KBGE,Decatur County,BGE,US,Bainbridge,Georgia,Decatur County
BGF,FEFF,Bangui Airport,BGF,CF,Bangui,Bangui,
BGG,LTCU,Bingol Airport,BGG,TR,,,
BGH,GQNE,Abbaye,BGH,MR,Golere,Saint-Louis,
BGI,TBPB,Grantley Adams International Airport,BGI,BB,,,
BGJ,BIBF,Borgarfjordur Eystri,BGJ,IS,,,
BGK,MZBG,Big Creek,BGK,BZ,,,
BGL,VNBL,Baglung,BGL,NP,Baglung,Western Region,
BGM,KBGM,Greater Binghamton Airport,BGM,US,Johnson City,New York,Broome County
BGN,UESG,Belaya Gora Airport,BGN,RU,Belaya Gora,Sakha,
BGO,ENBR,Bergen Airport,BGO,NO,Ytrebygda,Hordaland,Bergen
BGP,,Bongo,BGP,GA,,,
BGQ,PAGQ,Big Lake,BGQ,US,,Alaska,
BGR,KBGR,Bangor International Airport,BGR,US,Bangor,Maine,Penobscot County
BGS,,Webb AFB,HCA,US,,,
BGT,E51,Bagdad,BGT,US,Bagdad,Arizona,Yavapai County
BGU,FEFG,Bangassou,BGU,CF,,,
BGV,SSBG,Bento Goncalves,BGV,BR,Bento Goncalves,Rio Grande do Sul,Bento Goncalves
BGW,ORBI,Baghdad International Airport,BGW,IQ,Abu Ghurayb,Mayorality of Baghdad,Abu Ghraib District
BGX,SBBG,Airport Cmdt. Gustavo Kraemer,BGX,BR,Bage,Rio Grande do Sul,Bage
BGY,LIME,Orio al Serio International Airport,MIL,IT,Orio al Serio,Lombardy,Provincia di Bergamo
BGZ,LPBR,Braga,BGZ,PT,Braga,Braga,Braga
BHA,SESV,Bahia De Caraquez,BHA,EC,Bahia de Caraquez,Manabi,
BHB,KBHB,Bar Harbor Airport,BHB,US,Trenton,Maine,Hancock County
BHC,,Bhurban Heliport,BHC,PK,Murree,Punjab,
BHD,EGAC,George Best Belfast City Airport,BFS,GB,Castlereagh,Northern Ireland,Castlereagh District
BHE,NZWB,Woodbourne Airport,BHE,NZ,Blenheim,Marlborough,Marlborough District
BHF,,Bahia Cupica,BHF,CO,,,
BHG,MHBL,Brus Laguna,BHG,HN,Brus Laguna,Gracias a Dios,
BHH,OEBH,Bisha Airport,BHH,SA,Qal`at Bishah,Mintaqat `Asir,
BHI,SAZB,Comandante Airport,BHI,AR,Bahia Blanca,Buenos Aires,Partido de Bahia Blanca
BHJ,VABJ,Rudra Mata Airport,BHJ,IN,Bhuj,Gujarat,Kachchh
BHK,UTSB,Bukhara Airport,BHK,UZ,Bukhara,Bukhara,
BHL,,Bahia Angeles,BHL,MX,,,
BHM,KBHM,Birmingham-Shuttlesworth International Airport,BHM,US,Tarrant,Alabama,Jefferson County
BHN,OYBN,Beihan,BHN,YE,Bayhan,Shabwah,Bayhan
BHO,VABP,Raja Bhoj Airport,BHO,IN,Bhopal,Madhya Pradesh,Bhopal
BHP,VNBJ,Bhojpur,BHP,NP,,,
BHQ,YBHI,Broken Hill Airport,BHQ,AU,,,
BHR,VNBP,Bharatpur Airport,BHR,NP,,,
BHS,YBTH,Raglan Airport,BHS,AU,Kelso,New South Wales,Bathurst Regional
BHT,,Brighton Downs,BHT,AU,,,
BHU,VABV,Bhavnagar Airport,BHU,IN,Bhavnagar,Gujarat,Bhavnagar
BHV,OPBW,Bahawalpur Airport,BHV,PK,Bahawalpur,Punjab,
BHW,OPBG,Bhagatanwala Airport,SGI,PK,,,
BHX,EGBB,Birmingham International Airport,BHX,GB,Bickenhill,England,Solihull
BHY,ZGBH,Beihai Fucheng Airport,BHY,CN,Beihai,,
BIA,LFKB,Bastia Poretta Airport,BIA,FR,Borgo,Corsica,Departement de la Haute-Corse
BIB,HCMB,Baidoa,BIB,SO,Baidoa,Bay,
BIC,LFEA,Aérodrome de Belle Île,BIC,FR,Bangor,,
BID,KBID,Block Island,BID,US,Charlestown,Rhode Island,Washington County
BIE,KBIE,Beatrice,BIE,US,Beatrice,Nebraska,Gage County
BIF,KBIF,Biggs AAF,ELP,US,El Paso,Texas,El Paso County
BIG,PABI,Intermediate Field,BIG,US,,,
BIH,KBIH,Bishop,BIH,US,Bishop,California,Inyo County
BII,,Enyu Airfield,BII,MH,,,
BIJ,,Biliau,BIJ,PG,,,
BIK,WABB,Mokmer Airport,BIK,ID,Biak,Papua,
BIL,KBIL,Billings Logan International Airport,BIL,US,Billings,Montana,Yellowstone County
BIM,MYBS,Bimini International Airport,BIM,BS,,,
BIN,OABN,Bamiyan,BIN,AF,Bamyan,Bamian,
BIO,LEBB,Bilbao Airport,BIO,ES,Sondika,Basque Country,Bizkaia
BIP,YBWM,Bulimba,BIP,AU,,,
BIQ,LFBZ,Biarritz - Anglet - Bayonne Airport,BIQ,FR,Anglet,Aquitaine,Departement des Pyrenees-Atlantiques
BIR,VNVT,Biratnagar Airport,BIR,NP,Jogbani,Bihar,
BIS,KBIS,Bismarck Airport,BIS,US,Bismarck,North Dakota,Burleigh County
BIT,VNBT,Baitadi,BIT,NP,Mahendranagar,Far Western,
BIU,BIBD,Bildudalur,BIU,IS,,,
BIV,FEFR,Bria,BIV,CF,Bria,Haute-Kotto,
